code	name	length
3021F	Left ventricular ejection fraction (LVEF)	41
3022F	"Left ventricular ejection fraction (LVEF) >=40% or documentation as normal or mildly depressed left ventricular systolic function (CAD, HF)"	139
3019F	Left ventricular ejection fraction (LVEF) assessment planned post discharge (HF)	80
3056F	Left ventricular ejection fraction (LVEF) greater than 35% or no LVEF result available (HF)	91
3055F	Left ventricular ejection fraction (LVEF) less than or equal to 35% (HF)	72
0086T	Left ventricular filling pressure indirect measurement by computerized calibration of the arterial waveform response to Valsalva maneuver	137
3020F	"Left ventricular function (LVF) assessment (eg, echocardiography, nuclear test, or ventriculography) documented in the medical record (Includes quantitative or qualitative assessment results)(CHF)"	196
93607	Left ventricular recording	26
27395	"Lengthening of hamstring tendon; multiple tendons, bilateral"	60
27394	"Lengthening of hamstring tendon; multiple tendons, one leg"	58
27393	Lengthening of hamstring tendon; single tendon	46
42226	"Lengthening of palate, and pharyngeal flap"	42
42227	"Lengthening of palate, with island flap"	39
26476	"Lengthening of tendon, extensor, hand or finger, each tendon"	60
26478	"Lengthening of tendon, flexor, hand or finger, each tendon"	58
25280	"Lengthening or shortening of flexor or extensor tendon, forearm and/or wrist, single, each tendon"	97
27686	"Lengthening or shortening of tendon, leg or ankle; multiple tendons (through same incision), each"	97
27685	"Lengthening or shortening of tendon, leg or ankle; single tendon (separate procedure)"	85
83670	Leucine aminopeptidase (LAP)	28
85540	Leukocyte alkaline phosphatase with count	41
89055	"Leukocyte count, fecal"	22
86343	Leukocyte histamine release test (LHR)	38
86344	Leukocyte phagocytosis	22
86950	Leukocyte transfusion	21
88305	Level	5
88300	"Level I - Surgical pathology, gross examination only"	52
88302	###############################################################################################################################################################################################################################################################	256
88304	###############################################################################################################################################################################################################################################################	256
1003F	Level of activity assessed	26
88307	"Level V - Surgical pathology, gross and microscopic examination Adrenal, Resection Bone - Biopsy/Curettings Bone Fragment(s), Pathologic Fracture Brain, Biopsy Brain/Meninges, Tumor Resection Breast, Excision of Lesion, Requiring Microscopic Evaluation of"	255
88309	"Level VI - Surgical pathology, gross and microscopic examination Bone Resection Breast, Mastectomy - with Regional Lymph Nodes Colon, Segmental Resection for Tumor Colon, Total Resection Esophagus, Partial/Total Resection Extremity, Disarticulation Fetus,"	255
80176	Lidocaine	9
27427	"Ligamentous reconstruction (augmentation), knee; extra-articular"	64
27428	"Ligamentous reconstruction (augmentation), knee; intra-articular (open)"	71
27429	"Ligamentous reconstruction (augmentation), knee; intra-articular (open) and extra-articular"	91
55450	"Ligation (percutaneous) of vas deferens, unilateral or bilateral (separate procedure)"	85
37730	Ligation and division and complete stripping of long and short saphenous veins	78
37720	Ligation and division and complete stripping of long or short saphenous veins	77
37735	"Ligation and division and complete stripping of long or short saphenous veins with radical excision of ulcer and skin graft and/or interruption of communicating veins of lower leg, with excision of deep fascia"	209
37700	"Ligation and division of long saphenous vein at saphenofemoral junction, or distal interruptions"	96
37780	Ligation and division of short saphenous vein at saphenopopliteal junction (separate procedure)	95
33924	"Ligation and takedown of a systemic-to-pulmonary artery shunt, performed in conjunction with a congenital heart procedure (List separately in addition to code for primary procedure)"	181
30915	Ligation arteries; ethmoidal	28
30920	"Ligation arteries; internal maxillary artery, transantral"	57
37660	Ligation of common iliac vein	29
37650	Ligation of femoral vein	24
37619	Ligation of inferior vena cava	30
46946	Ligation of internal hemorrhoids; multiple procedures	53
46945	Ligation of internal hemorrhoids; single procedure	50
37761	"Ligation of perforator vein(s), subfascial, open, including ultrasound guidance, when performed, 1 leg"	102
37760	"Ligation of perforators, subfascial, radical (Linton type), with or without skin graft"	86
49428	Ligation of peritoneal-venous shunt	35
37607	Ligation or banding of angioaccess arteriovenous fistula	56
37609	"Ligation or biopsy, temporal artery"	35
43405	Ligation or stapling at gastroesophageal junction for pre-existing esophageal perforation	89
58611	Ligation or transection of fallopian tube(s) when done at the time of cesarean delivery or intra-abdominal surgery (not a separate procedure) (List separately in addition to code for primary procedure)	201
58605	"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, postpartum, unilateral or bilateral, during same hospitalization (separate procedure)"	162
58600	"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, unilateral or bilateral"	100
42665	"Ligation salivary duct, intraoral"	33
43400	"Ligation, direct, esophageal varices"	36
37722	"Ligation, division, and stripping, long (greater) saphenous veins from saphenofemoral junction to knee or below"	111
37718	"Ligation, division, and stripping, short saphenous vein"	55
37785	"Ligation, division, and/or excision of recurrent or secondary varicose veins (clusters), one leg"	96
0249T	"Ligation, hemorrhoidal vascular bundle(s), including ultrasound guidance"	72
37565	"Ligation, internal jugular vein"	31
37617	"Ligation, major artery (eg, post-traumatic, rupture); abdomen"	61
37616	"Ligation, major artery (eg, post-traumatic, rupture); chest"	59
37618	"Ligation, major artery (eg, post-traumatic, rupture); extremity"	63
37615	"Ligation, major artery (eg, post-traumatic, rupture); neck"	58
37600	Ligation; external carotid artery	33
37605	Ligation; internal or common carotid artery	43
37606	"Ligation; internal or common carotid artery, with gradual occlusion, as with Selverstone or Crutchfield clamp"	109
38562	Limited lymphadenectomy for staging (separate procedure); pelvic and para-aortic	80
38564	Limited lymphadenectomy for staging (separate procedure); retroperitoneal (aortic and/or splenic)	97
42890	Limited pharyngectomy	21
83690	Lipase	6
3011F	"Lipid panel results documented and reviewed (must include total cholesterol, HDL-C, triglycerides and calculated LDL-C) (CAD)"	125
3011F	"Lipid panel results documented and reviewed (must include total cholesterol, HDL-C, triglycerides and calculated LDL-C) (CAD)"	125
80061	"Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)"	190
83695	Lipoprotein (a)	15
83700	"Lipoprotein, blood; electrophoretic separation and quantitation"	63
83715	"Lipoprotein, blood; electrophoretic separation and quantitation"	63
83716	"Lipoprotein, blood; high resolution fractionation and quantitation of lipoprotein cholesterols (eg, electrophoresis, nuclear magnetic resonance, ultracentrifugation)"	165
83701	"Lipoprotein, blood; high resolution fractionation and quantitation of lipoproteins including lipoprotein subclasses when performed (eg, electrophoresis, ultracentrifugation)"	173
83704	"Lipoprotein, blood; quantitation of lipoprotein particle numbers and lipoprotein particle subclasses (eg, by nuclear magnetic resonance spectroscopy)"	149
83717	"Lipoprotein, blood; ultracentrifugation and quantitation."	57
0026T	"Lipoprotein, direct measurement, intermediate density lipoproteins (IDL) (remnant lipoproteins)"	95
83721	"Lipoprotein, direct measurement; direct measurement, LDL cholesterol"	68
83719	"Lipoprotein, direct measurement; direct measurement, VLDL cholesterol"	69
83718	"Lipoprotein, direct measurement; high density cholesterol (HDL cholesterol)"	75
83698	"Lipoprotein-associated phospholipase A2, (Lp-PLA2)"	50
80178	Lithium	7
52318	Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; complicated or large (over 2.5 cm)	135
52317	Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; simple or small (less than 2.5 cm)	135
50590	"Lithotripsy, extracorporeal shock wave"	38
47136	"Liver allotransplantation; heterotopic, partial or whole, from cadaver or living donor, any age"	95
47135	"Liver allotransplantation; orthotopic, partial or whole, from cadaver or living donor, any age"	94
78215	Liver and spleen imaging; static only	37
78216	Liver and spleen imaging; with vascular flow	44
78220	"Liver function study with hepatobiliary agents, with serial images"	66
78205	Liver imaging (SPECT)	21
78206	Liver imaging (SPECT); with vascular flow	41
78201	Liver imaging; static only	26
78202	Liver imaging; with vascular flow	33
92573	Lombard test	12
81282	"Long QT syndrome gene analyses (eg, KCNQ1, KCNH2, SCN5A, KCNE1, KCNE2, KCNJ2, CACNA1C, CAV3, SCN4B, AKAP, SNTA1, and ANK2); duplication/deletion variants"	153
81280	"Long QT syndrome gene analyses (eg, KCNQ1, KCNH2, SCN5A, KCNE1, KCNE2, KCNJ2, CACNA1C, CAV3, SCN4B, AKAP, SNTA1, and ANK2); full sequence analysis"	146
81281	"Long QT syndrome gene analyses (eg, KCNQ1, KCNH2, SCN5A, KCNE1, KCNE2, KCNJ2, CACNA1C, CAV3, SCN4B, AKAP, SNTA1, and ANK2); known familial sequence variant"	155
8C	"Long QT syndrome, KCN (Jervell and Lange-Nielsen syndromes, types 1, 2, 5, and 6) and SCN (Brugada syndrome, SIDS and type 3)"	125
4030F	Long term oxygen therapy prescribed (more than fifteen hours per day) (COPD)	76
0111T	Long-chain (C20-22) omega-3 fatty acids in red blood cell (RBC) membranes	73
92562	"Loudness balance test, alternate binaural or monaural"	53
0183T	"Low frequency, non-contact, non-thermal ultrasound, including topical application(s), when performed, wound assessment, and instruction(s) for ongoing care, per day"	164
20979	"Low intensity ultrasound stimulation to aid bone healing, noninvasive (nonoperative)"	84
3072F	Low risk for retinopathy (no evidence of retinopathy in the prior year) (DM)	76
3550F	Low risk for thromboembolism (AFIB)	35
3271F	"Low risk of recurrence, prostate cancer (PRCA)"	46
32854	"Lung transplant, double (bilateral sequential or en bloc); with cardiopulmonary bypass"	86
32853	"Lung transplant, double (bilateral sequential or en bloc); without cardiopulmonary bypass"	89
32852	"Lung transplant, single; with cardiopulmonary bypass"	52
32851	"Lung transplant, single; without cardiopulmonary bypass"	55
83727	Luteinizing releasing factor (LRH)	34
90665	"Lyme disease vaccine, adult dosage, for intramuscular use"	57
75803	"Lymphangiography, extremity only, bilateral, radiological supervision and interpretation"	88
75801	"Lymphangiography, extremity only, unilateral, radiological supervision and interpretation"	89
75807	"Lymphangiography, pelvic/abdominal, bilateral, radiological supervision and interpretation"	90
75805	"Lymphangiography, pelvic/abdominal, unilateral, radiological supervision and interpretation"	91
38308	Lymphangiotomy or other operations on lymphatic channels	56
78195	Lymphatics and lymph nodes imaging	34
86353	"Lymphocyte transformation, mitogen (phytomitogen) or antigen induced blastogenesis"	82
86805	"Lymphocytotoxicity assay, visual crossmatch; with titration"	59
86806	"Lymphocytotoxicity assay, visual crossmatch; without titration"	62
2Z	"Lymphoid/hematopoietic neoplasia, not otherwise specified"	57
30560	Lysis intranasal synechia	25
58740	"Lysis of adhesions (salpingolysis, ovariolysis)"	47
56441	Lysis of labial adhesions	25
54162	Lysis or excision of penile post-circumcision adhesions	55
88387	"Macroscopic examination, dissection, and preparation of tissue for non-microscopic analytical studies (eg, nucleic acid-based molecular studies); each tissue preparation (eg, a single lymph node)"	195
88388	"Macroscopic examination, dissection, and preparation of tissue for non-microscopic analytical studies (eg, nucleic acid-based molecular studies); in conjunction with a touch imprint, intraoperative consultation, or frozen section, each tissue preparation"	254
87168	Macroscopic examination; arthropod	34
87169	Macroscopic examination; parasite	33
83735	Magnesium	9
74182	"Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)"	75
74181	"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s)"	78
74183	"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences"	139
73722	"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; with contrast material(s)"	96
73721	"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material"	96
73723	"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material(s), followed by contrast material(s) and further sequences"	155
73222	"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)"	96
73221	"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)"	99
73223	"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences"	155
76400	"Magnetic resonance (eg, proton) imaging, bone marrow blood supply"	65
77084	"Magnetic resonance (eg, proton) imaging, bone marrow blood supply"	65
70558	"Magnetic resonance (eg, proton) imaging, brain (including brain stem and skull base), during open intracranial procedure (eg, to assess for residual tumor or residual vascular malformation); with contrast material(s)"	216
70557	"Magnetic resonance (eg, proton) imaging, brain (including brain stem and skull base), during open intracranial procedure (eg, to assess for residual tumor or residual vascular malformation); without contrast material"	216
70559	###############################################################################################################################################################################################################################################################	256
70552	"Magnetic resonance (eg, proton) imaging, brain (including brain stem); with contrast material(s)"	96
70551	"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material"	96
70553	"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material, followed by contrast material(s) and further sequences"	152
71551	"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); with contrast material(s)"	135
71550	"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); without contrast material(s)"	138
71552	"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); without contrast material(s), followed by contrast material(s) and further sequences"	194
73719	"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)"	100
73718	"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)"	103
73720	"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences"	159
70542	"Magnetic resonance (eg, proton) imaging, orbit, face, and neck; with contrast material(s)"	89
70540	"Magnetic resonance (eg, proton) imaging, orbit, face, and neck; without contrast material(s)"	92
70543	"Magnetic resonance (eg, proton) imaging, orbit, face, and neck; without contrast material(s), followed by contrast material(s) and further sequences"	148
72196	"Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)"	74
72195	"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)"	77
72197	"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences"	133
72142	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; with contrast material(s)"	103
72141	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; without contrast material"	103
72149	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; with contrast material(s)"	101
72148	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, lumbar; without contrast material"	101
72147	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)"	103
72146	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; without contrast material"	103
72156	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; cervical"	159
72158	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; lumbar"	157
72157	"Magnetic resonance (eg, proton) imaging, spinal canal and contents, without contrast material, followed by contrast material(s) and further sequences; thoracic"	159
70336	"Magnetic resonance (eg, proton) imaging, temporomandibular joint(s)"	67
73219	"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)"	101
73218	"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)"	104
73220	"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences"	160
74185	"Magnetic resonance angiography, abdomen, with or without contrast material(s)"	77
71555	"Magnetic resonance angiography, chest (excluding myocardium), with or without contrast material(s)"	98
70541	"Magnetic resonance angiography, head and/or neck, with or without contrast material(s)"	86
70545	"Magnetic resonance angiography, head; with contrast material(s)"	63
70544	"Magnetic resonance angiography, head; without contrast material(s)"	66
70546	"Magnetic resonance angiography, head; without contrast material(s), followed by contrast material(s) and further sequences"	122
73725	"Magnetic resonance angiography, lower extremity, with or without contrast material(s)"	85
70548	"Magnetic resonance angiography, neck; with contrast material(s)"	63
70547	"Magnetic resonance angiography, neck; without contrast material(s)"	66
70549	"Magnetic resonance angiography, neck; without contrast material(s), followed by contrast material(s) and further sequences"	122
72198	"Magnetic resonance angiography, pelvis, with or without contrast material(s)"	76
72159	"Magnetic resonance angiography, spinal canal and contents, with or without contrast material(s)"	95
73225	"Magnetic resonance angiography, upper extremity, with or without contrast material(s)"	85
76393	"Magnetic resonance guidance for needle placement (eg, for biopsy, needle aspiration, injection, or placement of localization device) radiological supervision and interpretation"	176
77021	"Magnetic resonance guidance for needle placement (eg, for biopsy, needle aspiration, injection, or placement of localization device) radiological supervision and interpretation"	176
77022	"Magnetic resonance guidance for, and monitoring of, parenchymal tissue ablation"	79
76394	"Magnetic resonance guidance for, and monitoring of, tissue ablation"	67
70554	"Magnetic resonance imaging, brain, functional MRI; including test selection and administration of repetitive body part movement and/or visual stimulation, not requiring physician or psychologist administration"	209
70555	"Magnetic resonance imaging, brain, functional MRI; requiring physician or psychologist administration of entire neurofunctional testing"	135
76094	"Magnetic resonance imaging, breast, without and/or with contrast material(s); bilateral"	87
77059	"Magnetic resonance imaging, breast, without and/or with contrast material(s); bilateral"	87
76093	"Magnetic resonance imaging, breast, without and/or with contrast material(s); unilateral"	88
77058	"Magnetic resonance imaging, breast, without and/or with contrast material(s); unilateral"	88
76390	Magnetic resonance spectroscopy	31
95967	"Magnetoencephalography (MEG), recording and analysis; for evoked magnetic fields, each additional modality (eg, sensory, motor, language, or visual cortex localization) (List separately in addition to code for primary procedure)"	228
95966	"Magnetoencephalography (MEG), recording and analysis; for evoked magnetic fields, single modality (eg, sensory, motor, language, or visual cortex localization)"	159
95965	"Magnetoencephalography (MEG), recording and analysis; for spontaneous brain magnetic activity (eg, epileptic cerebral cortex localization)"	138
3092F	"Major depressive disorder, in remission (MDD)"	45
3088F	"Major depressive disorder, mild (MDD)"	37
3089F	"Major depressive disorder, moderate (MDD)"	41
3091F	"Major depressive disorder, severe with psychotic features (MDD)"	63
3090F	"Major depressive disorder, severe without psychotic features (MDD)"	66
32820	"Major reconstruction, chest wall (posttraumatic)"	48
21270	"Malar augmentation, prosthetic material"	39
83775	Malate dehydrogenase	20
19325	"Mammaplasty, augmentation; with prosthetic implant"	50
19324	"Mammaplasty, augmentation; without prosthetic implant"	53
76088	"Mammary ductogram or galactogram, multiple ducts, radiological supervision and interpretation"	93
77054	"Mammary ductogram or galactogram, multiple ducts, radiological supervision and interpretation"	93
76086	"Mammary ductogram or galactogram, single duct, radiological supervision and interpretation"	90
77053	"Mammary ductogram or galactogram, single duct, radiological supervision and interpretation"	90
7020F	"Mammogram assessment category [eg, Mammography Quality Standards Act (MQSA), Breast Imaging Reporting and Data System (BI-RADS®), or FDA approved equivalent categories] entered into an internal database to allow for analysis of abnormal interpretation (re"	255
3342F	"Mammogram assessment category of ""benign"", documented (RAD)"	59
3342F	"Mammogram assessment category of ""benign"", documented (RAD)"	59
3345F	"Mammogram assessment category of ""highly suggestive of malignancy"", documented (RAD)"	84
3345F	"Mammogram assessment category of ""highly suggestive of malignancy"", documented (RAD)"	84
3340F	"Mammogram assessment category of ""incomplete: need additional imaging evaluation"", documented (RAD)"	99
3340F	"Mammogram assessment category of ""incomplete: need additional imaging evaluation"", documented (RAD)"	99
3350F	"Mammogram assessment category of ""known biopsy proven malignancy"", documented (RAD)"	83
3350F	"Mammogram assessment category of ""known biopsy proven malignancy"", documented (RAD)"	83
3341F	"Mammogram assessment category of ""negative"", documented(RAD)"	60
3341F	"Mammogram assessment category of ""negative"", documented(RAD)"	60
3343F	"Mammogram assessment category of ""probably benign"", documented (RAD)"	68
3343F	"Mammogram assessment category of ""probably benign"", documented (RAD)"	68
3344F	"Mammogram assessment category of ""suspicious"", documented (RAD)"	63
3344F	"Mammogram assessment category of ""suspicious"", documented (RAD)"	63
76096	"Mammographic guidance for needle placement, breast (eg, for wire localization or for injection), each lesion, radiological supervision and interpretation"	153
77032	"Mammographic guidance for needle placement, breast (eg, for wire localization or for injection), each lesion, radiological supervision and interpretation"	153
76091	Mammography; bilateral	22
77056	Mammography; bilateral	22
76090	Mammography; unilateral	23
77055	Mammography; unilateral	23
47360	"Management of liver hemorrhage; complex suture of liver wound or injury, with or without hepatic artery ligation"	112
47361	"Management of liver hemorrhage; exploration of hepatic wound, extensive debridement, coagulation and/or suture, with or without packing of liver"	144
47362	Management of liver hemorrhage; re-exploration of hepatic wound for removal of packing	86
47350	Management of liver hemorrhage; simple suture of liver wound or injury	70
38204	Management of recipient hematopoietic progenitor cell donor search and cell acquisition	87
32	Mandated Services	17
83785	Manganese	9
97261	"Manipulation (cervical, thoracic, lumbosacral, sacroiliac, hand, wrist) (separate procedure), performed by physician; each additional area."	139
97260	"Manipulation (cervical, thoracic, lumbosacral, sacroiliac, hand, wrist) (separate procedure), performed by physician; one area."	127
94667	"Manipulation chest wall, such as cupping, percussing, and vibration to facilitate lung function; initial demonstration and/or evaluation"	136
94668	"Manipulation chest wall, such as cupping, percussing, and vibration to facilitate lung function; subsequent"	107
27860	Manipulation of ankle under general anesthesia (includes application of traction or other fixation apparatus)	109
27570	Manipulation of knee joint under general anesthesia (includes application of traction or other fixation devices)	112
22505	"Manipulation of spine requiring anesthesia, any region"	54
21073	"Manipulation of temporomandibular joint(s) (TMJ), therapeutic, requiring an anesthesia service (ie, general or monitored anesthesia care)"	137
23700	"Manipulation under anesthesia, shoulder joint, including application of fixation apparatus (dislocation excluded)"	113
24300	"Manipulation, elbow, under anesthesia"	37
26340	"Manipulation, finger joint, under anesthesia, each joint"	56
27275	"Manipulation, hip joint, requiring general anesthesia"	53
26341	"Manipulation, palmar fascial cord (ie, Dupuytren's cord), post enzyme injection (eg, collagenase), single cord"	110
25259	"Manipulation, wrist, under anesthesia"	37
50396	"Manometric studies through nephrostomy or pyelostomy tube, or indwelling ureteral catheter"	90
50686	Manometric studies through ureterostomy or indwelling ureteral catheter	71
77071	"Manual application of stress performed by physician for joint radiography, including contralateral joint if indicated"	117
97140	"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), one or more regions, each 15 minutes"	140
56440	Marsupialization of Bartholin's gland cyst	42
47300	Marsupialization of cyst or abscess of liver	44
48500	Marsupialization of pancreatic cyst	35
42409	Marsupialization of sublingual salivary cyst (ranula)	53
53240	"Marsupialization of urethral diverticulum, male or female"	57
83788	"Mass spectrometry and tandem mass spectrometry (MS, MS/MS), analyte not elsewhere specified; qualitative, each specimen"	119
83789	"Mass spectrometry and tandem mass spectrometry (MS, MS/MS), analyte not elsewhere specified; quantitative, each specimen"	120
19140	Mastectomy for gynecomastia	27
19300	Mastectomy for gynecomastia	27
19240	"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle"	140
19307	"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle"	140
19160	"Mastectomy, partial"	19
19301	"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy)"	78
19302	"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy"	109
19162	"Mastectomy, partial; with axillary lymphadenectomy"	50
19220	"Mastectomy, radical, including pectoral muscles, axillary and internal mammary lymph nodes (Urban type operation)"	113
19306	"Mastectomy, radical, including pectoral muscles, axillary and internal mammary lymph nodes (Urban type operation)"	113
19200	"Mastectomy, radical, including pectoral muscles, axillary lymph nodes"	69
19305	"Mastectomy, radical, including pectoral muscles, axillary lymph nodes"	69
19180	"Mastectomy, simple, complete"	28
19303	"Mastectomy, simple, complete"	28
19182	"Mastectomy, subcutaneous"	24
19304	"Mastectomy, subcutaneous"	24
69670	Mastoid obliteration (separate procedure)	41
69502	Mastoidectomy; complete	23
69505	Mastoidectomy; modified radical	31
69511	Mastoidectomy; radical	22
19316	Mastopexy	9
19020	"Mastotomy with exploration or drainage of abscess, deep"	55
42280	Maxillary impression for palatal prosthesis	43
31230	Maxillectomy; with orbital exenteration (en bloc)	49
31225	Maxillectomy; without orbital exenteration	42
94200	"Maximum breathing capacity, maximal voluntary ventilation"	57
81290	"MCOLN1 (mucolipin 1) (eg, Mucolipidosis, type IV) gene analysis, common variants (eg, IVS3-2A>G, del6.4kb)"	106
90708	"Measles and rubella virus vaccine, live, for subcutaneous or jet injection use"	78
90705	"Measles virus vaccine, live, for subcutaneous or jet injection use"	66
90707	"Measles, mumps and rubella virus vaccine (MMR), live, for subcutaneous or jet injection use"	91
90710	"Measles, mumps, rubella, and varicella vaccine (MMRV), live, for subcutaneous use"	81
94013	"Measurement of lung volumes (ie, functional residual capacity [FRC], forced vital capacity [FVC], and expiratory reserve volume [ERV]) in an infant or child through 2 years of age"	179
0198T	"Measurement of ocular blood flow by repetitive intraocular pressure sampling, with interpretation and report"	108
51798	"Measurement of post-voiding residual urine and/or bladder capacity by ultrasound, non-imaging"	93
94011	Measurement of spirometric forced expiratory flows in an infant or child through 2 years of age	95
94012	"Measurement of spirometric forced expiratory flows, before and after bronchodilator, in an infant or child through 2 years of age"	129
89160	"Meat fibers, feces"	18
53020	"Meatotomy, cutting of meatus (separate procedure); except infant"	64
53025	"Meatotomy, cutting of meatus (separate procedure); infant"	57
85547	"Mechanical fragility, RBC"	25
36537	Mechanical removal of intraluminal (intracatheter) obstructive material from central venous device through device lumen	119
36596	Mechanical removal of intraluminal (intracatheter) obstructive material from central venous device through device lumen	119
75902	"Mechanical removal of intraluminal (intracatheter) obstructive material from central venous device through device lumen, radiologic supervision and interpretation"	162
49460	"Mechanical removal of obstructive material from gastrostomy, duodenostomy, jejunostomy, gastro-jejunostomy, or cecostomy (or other colonic) tube, any method, under fluoroscopic guidance including contrast injection(s), if performed, image documentation an"	255
36536	"Mechanical removal of pericatheter obstructive material (eg, fibrin sheath) from central venous device via separate venous access"	129
36595	"Mechanical removal of pericatheter obstructive material (eg, fibrin sheath) from central venous device via separate venous access"	129
75901	"Mechanical removal of pericatheter obstructive material (eg, fibrin sheath) from central venous device via separate venous access, radiologic supervision and interpretation"	172
81304	"MECP2 (methyl CpG binding protein 2) (eg, Rett syndrome) gene analysis; duplication/deletion variants"	101
81302	"MECP2 (methyl CpG binding protein 2) (eg, Rett syndrome) gene analysis; full sequence analysis"	94
81303	"MECP2 (methyl CpG binding protein 2) (eg, Rett syndrome) gene analysis; known familial variant"	94
5O	MECP2 (Rett syndrome)	21
21280	Medial canthopexy (separate procedure)	38
39400	"Mediastinoscopy, with or without biopsy"	39
39000	"Mediastinotomy with exploration, drainage, removal of foreign body, or biopsy; cervical approach"	96
39010	"Mediastinotomy with exploration, drainage, removal of foreign body, or biopsy; transthoracic approach, including either transthoracic or median sternotomy"	154
4325F	Medical and surgical treatment options reviewed with patient (or caregiver) (Prkns)	83
99361	Medical conference by a physician with interdisciplinary team of health professionals or representatives of community agencies to coordinate activities of patient care (patient not present); approximately 30 minutes	215
99362	Medical conference by a physician with interdisciplinary team of health professionals or representatives of community agencies to coordinate activities of patient care (patient not present); approximately 60 minutes	215
96040	"Medical genetics and genetic counseling services, each 30 minutes face-to-face with patient/family"	98
97804	"Medical nutrition therapy; group (2 or more individual(s)), each 30 minutes"	75
97802	"Medical nutrition therapy; initial assessment and intervention, individual, face-to-face with the patient, each 15 minutes"	122
97803	"Medical nutrition therapy; re-assessment and intervention, individual, face-to-face with the patient, each 15 minutes"	117
99366	"Medical team conference with interdisciplinary team of health care professionals, face-to-face with patient and/or family, 30 minutes or more, participation by nonphysician qualified health care professional"	207
99368	"Medical team conference with interdisciplinary team of health care professionals, patient and/or family not present, 30 minutes or more; participation by nonphysician qualified health care professional"	201
99367	"Medical team conference with interdisciplinary team of health care professionals, patient and/or family not present, 30 minutes or more; participation by physician"	163
99075	Medical testimony	17
1159F	Medication list documented in medical record (COA)	50
1159F	Medication list documented in medical record (COA)	50
0117T	###############################################################################################################################################################################################################################################################	256
0115T	"Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, initial 15 minutes, with assessment, and intervention if provided; initial encounter"	190
0116T	"Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, initial 15 minutes, with assessment, and intervention if provided; subsequent encounter"	193
99607	"Medication therapy management service(s) provided by a pharmacist, individual, face-to-face with patient, with assessment and intervention if provided; each additional 15 minutes (List separately in addition to code for primary service)"	236
